CPU Usage (%),Memory Usage (%),CPU Temperature (°C)
2.8,36.4,70.908
3.3,36.4,70.908
4.5,36.4,71.446
3.5,36.4,70.908
4.3,36.4,70.908
3.7,36.4,70.908
2.5,36.4,70.908
3.8,36.4,70.908
3.3,36.4,70.908
3.8,36.4,70.37
2.5,36.4,70.908
3.0,36.4,71.446
2.5,36.4,70.908
2.8,36.4,70.908
3.0,36.4,70.908
2.8,36.4,70.908
3.5,36.4,70.908
4.3,36.4,70.37
3.3,36.4,69.832
3.5,36.4,70.908
4.0,36.4,70.908
3.8,36.4,70.908
2.8,36.4,70.908
3.0,36.4,71.446
3.5,36.4,71.446
2.8,36.4,70.908
2.5,36.4,71.984
3.3,36.4,70.908
2.3,36.4,70.908
3.0,36.4,70.908
4.5,36.4,70.908
3.8,36.4,70.908
3.8,36.4,70.908
4.0,36.4,70.908
2.5,36.4,71.984
3.0,36.4,70.908
3.3,36.4,70.908
3.3,36.4,71.446
3.7,36.4,70.908
3.0,36.4,71.446
3.8,36.4,70.908
3.7,36.4,71.446
2.8,36.4,71.446
3.0,36.4,71.446
2.5,36.4,71.446
2.8,36.4,70.908
3.7,36.4,70.908
4.7,36.4,70.908
3.5,36.4,70.908
2.5,36.4,70.908
3.0,36.4,70.908
2.8,36.4,70.908
3.0,36.4,70.908
2.3,36.4,70.908
4.8,36.4,70.908
2.8,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.908
3.3,36.4,71.446
3.5,36.4,70.908
3.8,36.4,70.908
3.0,36.4,71.446
3.3,36.4,70.908
3.0,36.4,71.446
2.8,36.4,70.908
4.0,36.4,70.908
4.2,36.4,70.908
4.3,36.4,70.908
3.3,36.4,70.37
2.0,36.4,70.908
3.0,36.4,71.446
2.8,36.4,71.446
3.0,36.4,70.908
2.8,36.4,70.908
2.3,36.4,70.908
3.5,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.37
3.0,36.4,70.37
2.5,36.4,70.37
3.3,36.4,70.908
3.0,36.4,70.908
3.3,36.4,70.908
3.7,36.4,71.446
3.2,36.4,70.908
3.5,36.4,70.908
3.5,36.4,70.908
3.3,36.4,70.908
2.8,36.4,70.908
2.8,36.4,70.908
4.0,36.4,70.37
3.3,36.4,70.908
4.0,36.4,70.908
3.5,36.4,70.908
3.5,36.4,70.908
3.7,36.4,71.446
2.8,36.4,71.446
2.8,36.4,70.908
3.5,36.4,70.908
3.2,36.4,70.908
2.8,36.4,70.908
3.3,36.4,70.908
3.3,36.4,70.908
3.8,36.4,70.908
3.8,36.4,70.908
3.0,36.4,69.832
4.3,36.4,70.908
2.5,36.4,69.832
3.0,36.4,70.908
3.2,36.4,71.446
3.0,36.4,71.446
3.5,36.4,71.446
2.8,36.4,70.908
2.0,36.4,71.984
5.3,36.5,71.446
3.8,36.5,71.446
4.0,36.5,70.908
3.0,36.5,71.446
3.5,36.5,71.446
3.5,36.5,70.908
2.8,36.5,71.446
2.8,36.5,71.446
3.7,36.5,70.908
3.0,36.5,70.908
3.0,36.5,70.908
3.3,36.5,70.908
2.8,36.5,70.908
2.8,36.5,70.908
3.3,36.5,70.908
3.8,36.5,70.908
3.5,36.5,70.908
3.5,36.5,70.908
4.0,36.5,70.908
3.3,36.5,69.832
3.5,36.5,70.908
4.2,36.5,70.908
3.3,36.5,70.908
3.3,36.5,70.908
3.0,36.5,70.908
3.7,36.5,70.908
3.7,36.5,70.908
2.8,36.5,70.908
3.5,36.5,70.908
3.5,36.5,70.908
3.5,36.5,70.908
3.5,36.5,70.908
3.0,36.5,70.908
2.8,36.5,71.446
3.8,36.5,70.908
4.0,36.5,70.908
3.3,36.5,70.908
2.8,36.5,70.908
8.7,36.5,71.446
3.3,36.5,71.446
2.3,36.5,70.908
2.8,36.5,70.908
2.5,36.5,70.908
4.0,36.5,70.908
3.3,36.5,70.908
2.5,36.5,70.908
3.5,36.5,70.908
2.8,36.5,70.908
2.8,36.5,70.908
3.3,36.5,70.908
4.5,36.5,70.908
4.5,36.5,71.446
3.3,36.5,70.908
3.5,36.5,70.908
3.3,36.5,70.908
3.8,36.5,70.908
8.2,36.5,71.446
2.0,36.5,71.984
3.0,36.5,71.446
3.2,36.5,71.446
2.8,36.5,71.984
3.8,36.5,71.446
3.3,36.5,70.908
3.3,36.5,71.446
4.2,36.5,70.908
3.0,36.5,70.908
2.5,36.5,70.908
2.3,36.5,70.908
2.8,36.5,70.908
3.5,36.5,71.446
4.5,36.5,70.908
3.0,36.5,70.37
3.3,36.5,70.908
3.8,36.5,70.908
3.0,36.5,70.908
2.8,36.5,70.908
3.3,36.5,71.984
4.0,36.5,71.446
2.5,36.5,71.446
3.5,36.5,71.446
3.5,36.5,70.908
3.3,36.5,70.908
3.7,36.5,70.908
2.3,36.5,70.908
3.2,36.5,70.908
3.8,36.5,70.908
4.0,36.5,71.446
3.5,36.5,71.446
3.5,36.5,71.446
3.0,36.5,70.908
2.8,36.5,70.908
3.3,36.5,70.908
3.3,36.5,70.908
2.3,36.5,70.908
3.5,36.5,70.908
3.5,36.5,70.908
3.5,36.5,70.908
4.0,36.5,70.908
3.5,36.5,70.908
3.3,36.5,70.908
3.8,36.5,70.908
3.8,36.5,70.908
3.2,36.5,70.908
3.3,36.5,70.908
4.7,36.5,70.908
2.8,36.5,70.908
2.5,36.5,70.37
8.3,36.0,70.908
5.2,36.0,71.446
3.3,36.0,71.446
4.0,36.0,71.984
2.8,36.0,71.984
4.3,36.0,71.446
3.5,36.0,70.908
3.0,36.0,71.446
2.5,36.0,71.984
3.5,36.0,71.984
2.5,36.0,71.446
3.5,36.0,70.908
4.5,36.0,70.908
2.3,36.0,70.908
3.3,36.0,70.908
2.5,36.0,70.908
3.3,36.0,70.37
3.3,36.0,70.908
2.8,36.0,71.446
2.8,36.0,71.446
2.5,36.0,70.908
3.2,36.0,71.446
3.3,36.0,70.908
2.5,36.0,70.908
3.5,36.0,70.908
3.3,36.0,70.908
2.5,36.0,70.908
3.3,36.0,70.908
2.3,36.0,70.908
3.0,36.0,70.908
3.3,36.0,70.908
3.0,36.0,70.908
3.5,36.0,70.908
2.8,36.0,70.908
2.5,36.0,71.446
2.5,36.0,70.908
3.2,36.0,70.908
3.5,36.0,71.446
3.2,36.0,70.908
3.0,36.0,71.446
4.0,36.0,70.908
3.3,36.0,70.908
3.8,36.0,70.908
3.5,36.0,70.37
4.7,36.0,70.908
3.3,36.0,70.908
2.5,36.0,70.908
3.5,36.0,71.446
2.0,36.0,70.908
3.5,36.0,71.446
3.8,36.0,71.446
3.7,36.0,71.984
4.3,36.0,71.446
2.5,36.0,70.908
3.3,36.0,70.908
4.0,36.0,70.908
4.2,36.0,70.908
4.5,36.0,70.908
4.0,36.0,70.908
3.0,36.0,70.908
3.3,36.0,70.908
3.0,36.0,71.446
3.0,36.0,71.446
2.8,36.0,70.908
3.3,36.0,70.908
3.3,36.0,71.984
3.3,36.0,70.908
3.8,36.0,70.908
3.8,36.0,70.908
3.3,36.0,70.37
2.8,36.0,70.908
4.5,36.0,70.37
4.0,36.0,70.908
2.5,36.0,70.908
2.3,36.0,70.908
2.5,36.0,70.908
3.7,36.0,70.908
3.3,36.0,70.908
3.3,36.0,70.908
3.7,36.0,70.908
3.8,36.0,70.908
2.5,36.0,71.446
3.3,36.0,71.446
3.5,36.0,71.984
2.3,36.0,71.446
2.6,36.0,70.908
2.5,36.0,70.908
2.8,36.0,71.446
3.0,36.0,70.908
3.0,36.0,70.908
3.5,36.0,70.908
3.8,36.0,70.908
2.5,36.0,70.908
3.3,36.0,70.908
2.3,36.0,70.908
3.0,36.0,70.908
3.0,36.0,71.446
3.0,36.0,70.908
3.8,36.0,70.908
3.0,36.0,70.908
3.8,36.0,70.908
3.8,36.0,70.908
3.0,36.0,70.908
3.5,36.0,70.908
3.3,36.0,70.908
4.2,36.0,70.908
4.0,36.0,70.908
3.7,36.0,70.908
3.3,36.0,70.908
7.0,36.1,71.446
6.6,36.1,71.984
4.5,36.1,70.908
2.8,36.1,70.908
3.6,36.1,70.908
3.8,36.1,70.908
3.0,36.1,70.908
2.8,36.1,71.446
2.5,36.1,70.908
2.5,36.1,70.908
2.0,36.1,71.984
3.2,36.1,70.908
4.0,36.1,71.446
4.3,36.1,70.908
3.0,36.1,71.446
3.3,36.1,71.984
3.0,36.1,70.908
4.2,36.1,70.908
8.1,36.2,71.446
5.0,36.2,70.908
3.8,36.2,70.908
2.8,36.2,70.908
3.8,36.2,70.908
2.5,36.2,71.446
3.0,36.2,70.908
2.3,36.2,71.984
2.5,36.2,70.908
3.3,36.2,70.908
3.3,36.2,71.446
3.7,36.2,70.908
3.5,36.2,70.908
3.5,36.2,70.908
4.3,36.2,70.908
3.5,36.2,70.908
3.3,36.2,70.908
3.3,36.2,70.908
3.3,36.2,70.908
3.5,36.2,70.908
4.0,36.2,70.908
3.8,36.2,70.908
3.5,36.2,70.908
2.8,36.2,70.37
4.0,36.2,70.908
3.8,36.2,70.37
3.5,36.2,71.446
3.5,36.2,70.908
2.8,36.2,71.446
2.8,36.2,71.446
2.8,36.2,70.908
3.5,36.2,69.832
3.5,36.2,70.908
4.0,36.2,70.908
3.3,36.2,70.908
3.0,36.2,71.446
3.5,36.2,70.908
3.5,36.2,71.446
3.5,36.2,71.446
3.3,36.2,71.446
3.0,36.2,71.446
3.2,36.2,71.446
5.8,36.2,71.446
2.3,36.2,71.446
2.8,36.2,70.908
3.0,36.2,71.446
3.7,36.2,71.984
3.0,36.2,71.446
3.3,36.2,71.984
3.3,36.2,70.908
2.5,36.2,70.908
3.5,36.2,70.908
3.8,36.2,70.908
3.3,36.2,71.984
4.0,36.2,71.446
3.0,36.2,70.908
2.8,36.2,71.446
2.8,36.2,71.446
4.5,36.2,71.446
3.3,36.2,70.908
4.3,36.2,71.446
3.3,36.2,70.908
3.0,36.2,70.908
4.0,36.2,71.984
3.3,36.2,71.446
2.8,36.2,71.446
3.5,36.2,70.908
3.3,36.2,71.446
3.0,36.2,71.984
2.5,36.2,70.908
3.5,36.2,71.446
3.0,36.2,70.908
3.3,36.2,70.908
3.0,36.2,71.984
2.8,36.2,71.984
3.0,36.2,71.984
3.5,36.2,71.446
3.5,36.2,70.908
3.0,36.2,70.908
3.0,36.2,70.908
3.8,36.2,70.908
2.8,36.2,71.446
2.8,36.2,70.37
2.5,36.2,71.446
2.5,36.2,70.908
3.8,36.2,70.908
1.8,36.2,71.446
3.3,36.2,70.908
2.0,36.2,70.908
2.8,36.2,71.446
3.5,36.2,70.908
4.3,36.2,70.908
2.5,36.2,71.446
4.5,36.2,71.446
2.8,36.2,70.908
3.0,36.2,70.908
3.5,36.1,71.446
2.3,36.1,70.908
3.8,36.1,70.908
2.8,36.1,70.908
4.0,36.1,70.908
3.3,36.1,70.908
3.5,36.1,70.908
3.8,36.1,70.908
2.8,36.1,70.908
2.5,36.1,70.908
2.8,36.1,71.446
2.5,36.1,71.446
3.0,36.1,70.908
3.5,36.1,70.908
3.0,36.1,70.908
5.0,36.1,70.908
4.0,36.1,70.908
3.8,36.1,70.37
3.0,36.1,70.908
3.3,36.1,70.908
3.8,36.1,70.908
2.5,36.1,70.908
3.0,36.1,70.908
2.5,36.1,70.908
3.0,36.1,70.908
4.2,36.1,71.446
2.5,36.1,71.984
4.0,36.1,71.446
3.0,36.1,70.908
3.0,36.1,71.446
4.5,36.1,70.908
3.3,36.1,70.908
3.3,36.1,70.908
3.0,36.1,71.446
3.5,36.1,70.908
3.5,36.1,70.908
3.3,36.1,71.446
3.5,36.1,70.908
3.3,36.1,71.446
3.0,36.1,71.446
2.8,36.1,71.984
3.5,36.1,70.908
3.7,36.1,71.446
3.3,36.1,70.908
3.5,36.1,70.908
4.0,36.1,70.908
3.3,36.1,70.908
3.5,36.1,70.908
2.0,36.1,71.446
3.3,36.1,71.446
3.5,36.1,71.446
3.0,36.1,71.984
2.5,36.1,70.908
3.8,36.1,71.446
3.0,36.1,70.908
4.5,36.1,70.908
3.3,36.1,71.446
3.3,36.1,70.908
4.2,36.1,71.446
2.5,36.1,71.446
2.8,36.1,71.984
2.5,36.1,71.984
3.0,36.1,71.446
2.8,36.1,71.446
4.0,36.1,70.908
10.9,36.1,71.984
2.3,36.1,70.908
3.3,36.1,72.522
3.3,36.1,71.446
1.8,36.1,71.984
4.3,36.1,71.984
2.5,36.1,70.908
2.5,36.1,71.446
2.8,36.1,70.908
3.0,36.1,70.908
2.7,36.1,71.446
3.5,36.1,70.908
5.5,36.1,71.984
2.8,36.1,71.984
2.0,36.1,71.446
3.0,36.1,71.446
3.0,36.1,71.446
3.0,36.1,70.908
3.0,36.1,71.446
9.3,36.2,71.446
2.8,36.1,71.984
4.3,36.1,70.908
4.0,36.1,71.446
3.3,36.1,71.446
3.7,36.1,71.984
5.2,36.1,71.446
4.0,36.1,71.446
2.8,36.1,70.908
3.0,36.1,71.446
3.3,36.1,70.908
2.5,36.1,70.908
3.3,36.1,71.446
2.3,36.1,71.984
3.3,36.1,71.984
2.5,36.1,71.984
2.5,36.1,71.984
3.3,36.1,71.984
3.5,36.1,71.446
2.5,36.1,70.908
4.5,36.1,71.446
4.2,36.1,71.446
4.0,36.1,70.908
4.5,36.1,70.908
3.0,36.1,70.908
3.8,36.1,70.908
3.0,36.1,70.908
2.5,36.1,70.908
3.0,36.1,71.446
3.5,36.1,70.37
4.3,36.1,70.908
2.5,36.1,70.908
3.0,36.1,71.446
4.0,36.1,70.908
3.2,36.1,71.984
4.0,36.1,71.446
2.8,36.1,71.984
2.8,36.1,71.446
3.3,36.1,71.984
2.8,36.1,71.446
3.0,36.1,71.984
5.0,36.1,71.984
2.8,36.1,72.522
3.0,36.1,70.908
3.7,36.1,70.908
4.0,36.1,70.908
3.8,36.1,70.908
3.0,36.1,70.908
3.8,36.1,70.908
2.8,36.1,70.908
3.0,36.1,71.446
4.0,36.1,71.446
2.5,36.1,71.446
4.0,36.1,71.446
3.2,36.1,71.446
3.5,36.1,71.446
3.0,36.1,71.446
3.5,36.1,70.908
3.8,36.1,70.908
3.7,36.1,70.908
2.8,36.1,71.984
3.3,36.1,71.446
4.2,36.1,71.984
3.5,36.1,70.908
2.8,36.1,71.984
3.5,36.1,71.984
2.3,36.1,70.908
3.3,36.1,70.908
3.8,36.1,70.908
3.8,36.1,70.37
3.3,36.1,70.908
2.8,36.1,70.908
3.0,36.1,71.446
4.0,36.1,71.446
2.8,36.1,71.984
2.8,36.1,70.908
2.3,36.1,71.446
3.2,36.1,71.984
3.5,36.1,71.446
2.3,36.1,71.984
3.0,36.1,71.446
3.5,36.1,71.446
2.5,36.1,71.446
3.3,36.1,71.446
2.5,36.1,70.908
3.0,36.1,70.908
3.8,36.1,70.908
2.8,36.1,70.908
3.0,36.1,70.908
3.0,36.1,71.446
3.0,36.1,70.908
3.1,36.1,70.908
2.3,36.1,70.908
2.8,36.1,70.908
3.0,36.1,71.446
2.5,36.1,71.984
3.8,36.1,70.908
3.3,36.1,71.446
3.8,36.1,70.908
3.5,36.1,70.908
4.3,36.1,70.908
3.3,36.1,71.446
2.5,36.1,70.908
3.0,36.1,71.446
2.8,36.1,70.908
2.8,36.1,71.984
3.3,36.1,70.908
3.7,36.1,71.984
3.0,36.1,71.446
2.8,36.1,71.984
4.0,36.1,71.446
3.5,36.1,70.908
2.8,36.1,70.908
2.0,36.1,71.446
2.8,36.1,71.984
2.5,36.1,71.446
3.5,36.1,70.908
3.8,36.1,70.908
3.7,36.1,71.446
3.2,36.1,70.908
3.0,36.1,71.446
3.7,36.1,70.908
4.3,36.1,70.908
2.5,36.1,70.908
3.3,36.1,70.908
2.8,36.1,70.37
3.0,36.1,71.446
2.8,36.1,71.446
2.5,36.1,71.984
2.3,36.1,71.446
2.0,36.1,71.446
3.0,36.1,71.984
2.8,36.1,71.984
3.0,36.1,71.446
3.0,36.1,70.908
2.8,36.1,70.908
2.8,36.1,71.446
2.5,36.1,71.446
3.0,36.1,70.908
3.5,36.1,70.908
2.5,36.1,70.908
3.0,36.1,70.908
3.3,36.1,70.908
2.8,36.1,70.908
3.0,36.1,70.908
3.8,36.1,70.908
2.8,36.1,70.908
3.0,36.1,70.908
3.0,36.1,70.908
3.0,36.1,70.908
3.3,36.1,70.908
2.5,36.1,70.908
2.5,36.1,70.37
2.8,36.1,70.908
3.7,36.1,70.908
2.3,36.1,70.908
2.8,36.1,70.908
3.3,36.1,70.37
2.8,36.1,70.37
3.3,36.1,70.908
11.5,36.2,70.908
3.3,36.2,70.908
3.3,36.2,70.908
2.5,36.2,70.908
1.8,36.2,70.908
3.5,36.2,70.908
3.0,36.2,71.446
2.8,36.2,70.908
2.5,36.2,70.908
2.3,36.2,70.37
3.3,36.2,70.908
3.7,36.2,70.37
4.8,36.2,70.908
5.0,36.2,70.908
4.0,36.2,70.908
3.0,36.2,70.908
2.3,36.2,70.908
2.8,36.2,70.908
2.8,36.2,71.446
10.2,36.2,70.908
3.8,36.2,70.908
5.8,36.2,70.908
6.6,35.4,71.446
20.7,36.1,71.984
2.8,36.1,71.984
4.8,36.1,71.984
2.8,36.2,71.984
4.8,36.1,71.446
3.5,36.1,71.984
3.5,36.1,71.446
3.3,36.1,70.908
2.5,36.1,70.908
3.5,36.1,70.908
4.7,36.1,70.908
2.5,36.1,70.908
4.0,36.1,70.908
4.0,36.1,70.908
2.8,36.1,70.908
3.0,36.1,71.446
2.8,36.1,70.908
3.3,36.1,71.446
3.3,36.1,71.446
3.0,36.1,71.446
4.3,36.1,70.908
3.5,36.1,70.908
4.0,36.1,70.908
4.5,36.1,70.908
3.3,36.1,70.908
2.5,36.1,70.908
3.0,36.1,71.446
3.5,36.1,70.908
3.0,36.1,71.984
3.7,36.1,71.984
2.5,36.1,71.984
3.5,36.1,71.446
2.5,36.1,71.984
2.8,36.1,70.908
3.5,36.1,70.908
3.1,36.1,71.446
2.8,36.1,70.908
3.1,36.1,70.908
2.8,36.1,70.908
2.5,36.1,70.908
3.3,36.1,71.446
2.8,36.1,70.908
3.0,36.1,70.908
3.0,36.1,71.984
2.5,36.1,71.984
4.5,36.1,71.446
3.3,36.1,70.908
4.0,36.1,70.908
4.3,36.1,70.908
2.8,36.1,70.908
3.5,36.1,70.908
3.5,36.1,70.908
2.5,36.1,70.908
4.0,36.1,70.908
3.3,36.1,70.908
3.0,36.1,70.908
2.5,36.1,71.446
3.0,36.1,71.446
3.3,36.1,71.446
3.0,36.1,71.446
3.5,36.1,71.984
3.0,36.1,71.446
3.0,36.1,70.908
3.3,36.1,70.908
4.0,36.1,71.984
3.8,36.1,71.446
3.0,36.1,71.446
3.2,36.1,71.984
4.0,36.1,71.984
2.8,36.1,71.984
3.8,36.1,71.446
3.3,36.1,70.908
3.5,36.1,71.446
3.3,36.1,70.908
3.3,36.1,70.908
3.5,36.1,70.908
3.3,36.1,70.908
2.8,36.1,70.908
2.3,36.1,70.908
3.3,36.1,70.908
3.7,36.1,70.908
3.3,36.1,71.446
3.0,36.1,71.446
3.8,36.1,71.984
3.3,36.1,71.446
3.0,36.1,70.908
4.5,36.1,70.908
4.0,36.1,71.446
4.5,36.1,71.984
2.3,36.1,71.984
3.0,36.1,71.984
3.3,36.1,71.984
2.8,36.1,71.984
3.0,36.1,71.984
3.3,36.1,71.446
2.8,36.1,71.984
3.3,36.1,71.984
3.5,36.1,71.984
3.5,36.1,71.446
3.3,36.1,71.984
4.0,36.1,71.984
3.8,36.1,71.984
4.5,36.1,71.446
3.5,36.1,70.908
4.0,36.1,71.446
4.2,36.1,70.908
3.0,36.1,71.446
4.5,36.1,70.908
3.5,36.1,70.908
3.3,36.1,70.908
2.8,36.1,70.908
3.3,36.1,70.908
3.0,36.1,71.984
2.8,36.1,71.446
2.8,36.1,71.984
3.5,36.1,70.908
2.3,36.1,71.984
3.5,36.1,70.908
3.8,36.1,71.446
3.5,36.1,70.908
2.8,36.1,71.446
2.0,36.1,71.984
3.5,36.1,71.446
3.0,36.1,71.446
3.3,36.1,71.446
2.5,36.1,70.908
3.5,36.1,71.446
3.3,36.1,70.908
3.0,36.1,70.908
3.8,36.1,70.908
3.5,36.1,70.908
3.3,36.1,70.908
2.5,36.1,70.908
3.2,36.1,71.446
2.5,36.1,71.984
3.0,36.1,71.446
2.3,36.1,71.446
2.5,36.1,71.984
2.3,36.1,71.984
3.0,36.1,70.908
2.3,36.1,71.446
2.8,36.1,71.984
3.0,36.1,71.446
3.3,36.1,71.446
3.3,36.1,71.446
2.8,36.1,71.446
2.5,36.1,71.446
3.5,36.1,71.984
3.0,36.1,71.984
3.0,36.1,71.984
3.0,36.1,71.446
3.3,36.1,71.984
3.8,36.1,71.984
2.8,36.1,71.984
4.0,36.1,71.446
4.0,36.1,71.984
9.1,36.2,71.984
3.8,36.2,71.984
2.5,36.2,71.984
4.0,36.2,72.522
2.8,36.2,71.984
3.5,36.2,71.446
2.8,36.2,71.984
2.5,36.2,71.984
2.5,36.2,71.446
2.8,36.2,70.908
2.3,36.2,70.908
2.3,36.2,71.984
5.3,36.2,71.984
3.3,36.2,71.984
2.8,36.2,72.522
2.5,36.2,71.446
3.3,36.2,71.446
3.5,36.2,72.522
6.4,36.2,71.984
6.1,36.2,71.984
3.0,36.2,72.522
4.0,36.2,71.984
2.8,36.2,71.984
4.0,36.2,71.984
2.8,36.2,71.984
3.0,36.2,71.984
3.5,36.2,72.522
3.0,36.2,71.984
2.8,36.2,71.984
3.0,36.2,71.984
4.0,36.2,72.522
2.8,36.2,71.984
3.0,36.2,71.984
3.5,36.2,71.984
4.5,36.2,71.446
4.5,36.2,71.446
3.5,36.2,71.984
3.5,36.2,71.984
3.5,36.2,71.446
2.8,36.2,71.984
3.7,36.2,72.522
3.3,36.2,71.984
3.0,36.2,72.522
3.2,36.2,71.984
3.8,36.2,71.984
3.5,36.2,72.522
3.0,36.2,71.446
3.8,36.2,71.984
3.0,36.2,72.522
4.0,36.2,71.984
2.8,36.2,71.984
4.0,36.2,71.984
3.3,36.2,71.984
3.2,36.2,71.984
3.8,36.2,71.984
4.2,36.2,71.984
2.8,36.2,72.522
2.6,36.2,71.984
3.0,36.2,72.522
3.8,36.2,72.522
2.5,36.2,72.522
3.0,36.2,71.984
2.5,36.2,71.984
3.0,36.2,71.984
2.8,36.2,71.984
4.3,36.2,71.984
4.7,36.2,72.522
3.5,36.2,71.446
3.5,36.2,71.446
2.5,36.2,71.984
2.8,36.2,71.984
3.7,36.2,71.984
3.0,36.2,71.984
3.3,36.2,71.984
3.0,36.2,72.522
3.7,36.2,73.06
4.0,36.2,71.984
3.0,36.2,72.522
3.0,36.2,71.984
2.5,36.2,72.522
3.3,36.2,71.984
3.3,36.2,71.446
3.5,36.2,71.984
3.3,36.2,71.984
3.7,36.2,70.908
2.8,36.2,70.908
3.0,36.2,70.908
3.5,36.2,71.984
3.5,36.2,71.446
3.5,36.2,71.984
3.8,36.2,71.984
2.8,36.2,71.984
2.3,36.2,71.446
3.3,36.2,71.984
3.3,36.2,71.984
3.0,36.2,70.908
4.2,36.2,71.446
2.8,36.2,71.446
3.5,36.2,71.446
3.3,36.2,71.984
3.3,36.2,71.984
2.5,36.2,71.984
3.2,36.2,71.984
3.0,36.2,71.984
3.5,36.2,71.984
3.3,36.2,71.984
2.5,36.2,71.984
4.5,36.2,71.984
3.0,36.2,71.446
3.5,36.2,71.984
4.2,36.2,71.446
2.5,36.2,71.984
3.3,36.2,71.984
3.0,36.2,71.446
3.8,36.2,71.446
3.3,36.2,71.984
3.7,36.2,71.984
2.5,36.2,71.984
3.3,36.2,71.984
3.5,36.2,71.984
3.5,36.2,71.984
3.3,36.2,71.446
3.0,36.2,71.446
3.5,36.2,71.446
3.0,36.2,71.446
2.3,36.2,70.908
3.1,36.2,70.908
3.0,36.2,70.908
3.3,36.2,70.908
3.0,36.2,71.446
5.0,36.2,71.446
3.3,36.2,71.984
2.5,36.2,71.984
4.0,36.2,70.908
4.5,36.2,70.908
4.0,36.2,70.908
3.5,36.2,70.908
3.5,36.2,70.908
2.8,36.2,70.908
3.8,36.2,70.908
4.5,36.2,71.446
3.3,36.2,70.908
3.5,36.2,71.446
3.5,36.2,71.446
3.0,36.2,71.446
2.8,36.2,70.908
2.8,36.2,70.908
3.0,36.2,70.908
2.8,36.2,71.446
3.0,36.2,70.908
3.3,36.2,70.908
3.3,36.2,70.908
3.5,36.2,70.908
2.3,36.2,70.908
3.3,36.2,70.908
3.2,36.2,71.984
3.5,36.2,70.908
3.3,36.2,71.984
3.3,36.2,71.446
4.7,36.2,70.908
2.5,36.2,70.908
3.5,36.2,70.908
3.5,36.2,70.908
2.5,36.2,70.908
3.8,36.2,70.908
3.3,36.2,70.908
2.8,36.2,70.908
3.3,36.2,70.908
2.8,36.2,70.908
4.0,36.2,70.908
3.7,36.2,70.908
3.8,36.2,70.908
2.8,36.2,70.908
3.2,36.2,70.908
4.0,36.2,70.908
4.0,36.2,71.984
4.2,36.2,70.908
4.0,36.2,70.908
3.5,36.2,70.908
10.6,36.3,71.446
4.3,36.3,71.446
2.8,36.3,70.908
3.6,36.3,70.908
1.8,36.3,71.446
3.5,36.3,70.908
2.0,36.3,71.984
2.5,36.3,71.446
3.5,36.3,71.446
2.7,36.3,71.446
2.5,36.3,70.908
4.5,36.3,70.908
4.3,36.3,71.984
3.3,36.3,71.446
2.8,36.3,70.908
3.0,36.3,71.446
2.8,36.3,71.984
3.7,36.3,71.446
7.5,36.3,71.446
3.3,36.3,71.984
3.5,36.3,71.984
3.8,36.3,71.446
4.3,36.3,71.446
4.0,36.3,70.908
3.5,36.3,71.446
3.3,36.3,70.908
4.3,36.3,71.446
3.3,36.3,71.446
3.0,36.3,71.984
3.7,36.3,71.446
3.3,36.3,71.446
3.8,36.3,70.908
2.8,36.3,71.984
3.0,36.3,71.446
3.7,36.3,71.446
3.0,36.3,71.984
2.8,36.3,71.984
2.8,36.3,71.984
2.8,36.3,71.984
3.0,36.3,71.984
3.0,36.3,71.446
3.8,36.3,71.446
3.3,36.3,70.908
2.5,36.3,70.908
3.5,36.3,70.908
3.5,36.3,70.908
3.5,36.3,71.446
2.0,36.3,71.446
3.8,36.3,71.984
3.7,36.3,71.446
3.0,36.3,71.984
2.8,36.3,71.984
4.7,36.3,71.446
3.8,36.3,70.908
5.0,36.3,70.908
4.0,36.3,70.908
3.5,36.3,70.908
2.8,36.3,71.446
3.8,36.3,70.908
5.5,36.3,70.908
3.5,36.3,71.446
3.7,36.3,71.446
2.8,36.3,71.446
2.5,36.3,71.984
3.5,36.3,71.984
3.0,36.3,71.984
3.3,36.3,71.984
3.5,36.3,71.984
2.8,36.3,71.984
2.8,36.3,71.446
3.0,36.3,71.984
3.0,36.3,70.908
2.8,36.3,71.984
2.8,36.3,71.984
3.8,36.3,71.984
4.0,36.3,71.984
2.8,36.3,71.984
4.0,36.3,72.522
2.5,36.3,71.984
3.8,36.3,70.908
3.3,36.3,71.984
3.8,36.3,71.984
2.8,36.3,71.446
3.3,36.3,71.984
4.0,36.3,71.984
3.3,36.3,71.984
3.5,36.3,71.446
3.3,36.3,70.908
3.5,36.3,70.908
3.5,36.3,71.984
2.5,36.3,71.984
3.3,36.3,71.446
2.5,36.3,72.522
2.5,36.3,71.446
3.0,36.3,71.984
2.5,36.3,71.984
3.0,36.3,71.984
2.8,36.3,71.446
3.3,36.3,71.446
4.0,36.3,71.984
3.7,36.3,71.984
2.8,36.3,71.984
2.8,36.3,71.446
2.5,36.3,71.984
3.5,36.3,71.984
3.2,36.3,71.984
3.0,36.3,71.984
3.0,36.3,72.522
2.5,36.3,72.522
3.3,36.3,71.446
4.0,36.3,71.984
3.0,36.3,71.984
3.5,36.3,71.446
3.3,36.3,70.908
3.3,36.3,71.984
3.7,36.3,71.984
3.3,36.3,71.984
4.0,36.3,72.522
